,Unnamed: 0,title,date,stock,sub_category,sub_category_predicted_score,parent_category,parent_predicted_score,TRUE LABEL
514,666055,Benzinga's Top #PreMarket Gainers,2015-04-07 08:14:00-04:00,INFA,Stock Trends,0.217815086,Market Trends,0.46407035,
515,666055,Benzinga's Top #PreMarket Gainers,2015-04-07 08:14:00-04:00,INFA,Stock Trends,0.217815086,Market Trends,0.46407035,
516,543092,Benzinga's Top #PreMarket Gainers,2015-09-14 08:15:00-04:00,GERN,Stock Trends,0.217815086,Market Trends,0.46407035,
517,543092,Benzinga's Top #PreMarket Gainers,2015-09-14 08:15:00-04:00,GERN,Stock Trends,0.217815086,Market Trends,0.46407035,
518,543092,Benzinga's Top #PreMarket Gainers,2015-09-14 08:15:00-04:00,GERN,Stock Trends,0.217815086,Market Trends,0.46407035,
1164,1158422,Sandisk Files Lawsuit Against Sk Hynix For Theft Of Trade Secrets ,2014-03-13 15:23:00-04:00,SNDK,Leadership,0.218092024,Company News,0.187811241,
308,831163,"Stocks Which Set New 52-Week Low Yesterday, October 10th",2018-10-11 09:11:00-04:00,MLVF,Stock Trends,0.218396559,Market Trends,0.305270165,
1041,554663,Can Bitcoin Be Used As A Safe Haven During Stock Market Volatility?,2018-02-15 14:38:00-05:00,GLD,Investment Strategies,0.218548119,Investment News,0.390473992,
816,282941,Halliburton Wins North Sea Deal - Analyst Blog,2010-12-23 17:15:00-05:00,COP,M&A,0.218549758,Company News,0.39564991,
118,293809,Top 4 Stocks In The Diversified Computer Systems Industry With The Highest Cash,2011-08-11 04:10:00-04:00,CRAY,Stock Trends,0.218887061,Investment News,0.372111201,
836,1307391,Vericel Reports Plan to Submit HDE Supplement to the FDA to Revise the Labeled Indications for Use and Add Pediatric Labeling for Epicel,2015-07-14 08:00:00-04:00,VCEL,Legal & Regulatory,0.219168141,Company News,0.645136356,
144,1327985,"Piper Jaffray Reiterates Vertex Pharmaceuticals Overweight, $48 PT (VRTX)",2011-02-04 09:01:00-05:00,VRTX,Investment Strategies,0.219344422,Investment News,0.582223892,
1155,464793,US Senate-Passed Border Aid Bill Secures Enough Votes In House For Passage; Voting Continues,2019-06-27 17:07:00-04:00,EWW,Elections,0.219694734,Company News,0.272942483,
1037,1404577,Mid-Morning Market Update: Markets Open Lower; Navistar Posts Wider Loss,2016-09-08 10:05:00-04:00,YZC,Stock Trends,0.219866097,Market Trends,0.357347727,
425,591716,"Bank of America Upgrades GWR, And WERN From Underperform To Neutral",2016-02-22 07:06:00-05:00,GWR,Earnings,0.22034961,Company News,0.293596506,
672,914632,"Needham Maintains Buy on ServiceNow, Raises Price Target to $383",2020-04-30 06:39:00-04:00,NOW,Investment Strategies,0.220508903,Investment News,0.410781145,
1111,1383803,American Express and Discover Hit 52-Week Highs Again,2011-07-07 13:05:00-04:00,XLF,Asset Trends,0.220703736,Company News,0.307015717,
426,1055928,ProShares Announces 11 Reverse Splits,2012-04-25 12:15:00-04:00,QQQ,Investment Strategies,0.222888783,Company News,0.490207613,
1081,1362428,"Height Analytics Defending Cabot, Williams; Still Expects A Final FERC Decision By Q1 2017, FERC On Track To Release Final Environmental Report On Oct. 21st",2016-10-13 15:47:00-04:00,WMB,Legal & Regulatory,0.223537251,Company News,0.443264961,
777,1056137,Market Update: U.S. Equity Markets are Mixed in Mid-Day Trading,2012-03-14 12:55:00-04:00,QQQ,Stock Trends,0.224567652,Market Trends,0.538416386,
855,1065178,3 More Small-Cap REITs With Big Yields - Who's Flying Under the Radar?,2014-09-05 13:08:00-04:00,RAS,Investment Strategies,0.227538884,Investment News,0.491030782,
590,169856,An ETF Industry Goliath Could Enter Cannabis ETF Competition,2019-07-15 08:58:00-04:00,BLK,Fund Activities,0.227693498,Market Trends,0.341094345,
45,487783,"Amazon Is Taking Over The Market, One Sector At A Time",2016-09-28 13:02:00-04:00,FDX,Leadership,0.227857351,Market Trends,0.54357326,
763,1199923,UPDATE: Obama Says There Needs to be a Mag Capacity Limit; Stronger Background Checks; Meaningful Assault Weapon Ban; Unsure if It Will Pass Congress,2013-01-14 11:53:00-05:00,SWHC,Leadership,0.228148535,Regulations & Policies,0.465368599,
634,83177,US Stock Futures Points Lower Start On Wall Street,2010-11-08 06:16:00-05:00,AOL,Stock Trends,0.228481308,Market Trends,0.260934442,
1097,879602,"Watch Potential Buyers of Generic Assets Following Report FTC Will Require Teva to Divest Generic Drugs: Valeant, Mylan, Akorn, Novartis",2016-07-27 14:35:00-04:00,MYL,Legal & Regulatory,0.228577211,Market Trends,0.257546127,
314,711257,Plexus Falls on Weak Outlook - Analyst Blog,2011-01-20 14:38:00-05:00,JNPR,Stock Trends,0.228880197,Investment News,0.366554856,
268,357859,Credit Suisse Focus List 5/30/2012,2012-06-01 14:24:00-04:00,DGX,Banking News,0.228896499,Company News,0.573699474,
631,1354901,Mid-Morning Market Update: Markets Drop; FactSet Profit Meets Estimates,2014-12-16 11:21:00-05:00,WG,Earnings,0.229427546,Market Trends,0.317442209,
344,809131,Piper Jaffray Upgrading Moody's To Overweight (MCO),2010-09-10 08:11:00-04:00,MCO,Stock Trends,0.229632556,Investment News,0.351696074,
602,1285157,Wall Street Subdued As Trump-Kim Summit Statement Light On Details,2018-06-12 10:39:00-04:00,UAL,Geopolitical Issues,0.230222628,Global Events,0.437436461,
462,1010150,"Polaris Recalls 2,800 Scrambler ATV's Due To Crash Hazard Involving Throttle Release Switch Failing",2017-08-08 11:35:00-04:00,PII,Asset Trends,0.230400518,Company News,0.574273169,
1146,1398247,"Big Short Interest Swings in eBay, Facebook, Yelp",2013-04-10 13:25:00-04:00,YELP,Stock Trends,0.23126328,Market Trends,0.436511695,
228,848481,Melco Crown Reports Prelim. 1H Sales $2.44B,2013-08-28 07:16:00-04:00,MPEL,Earnings,0.231325477,Company News,0.543670833,
271,17960,Accenture Buys Avventa Worldwide,2012-10-09 11:02:00-04:00,ACN,M&A,0.231693894,Company News,0.390197963,
302,716982,Hearing Prescience Point Has Issued Short Idea On Kellogg; BZ NOTE: Firm Has Not Yet Tweeted On Stock,2018-04-26 09:34:00-04:00,K,Fund Activities,0.231759399,Company News,0.409786701,
589,468082,"Emerging Market Round-Up (FXI, INP, RSX, EWZ, ECH)",2010-12-01 14:43:00-05:00,EWZ,Energy Updates,0.231867924,Market Trends,0.645943105,
1141,1349311,"Top 20 Stocks With Highest Short Interest For Week Started May 14, 2018",2018-05-14 15:55:00-04:00,WERN,Stock Trends,0.23199597,Investment News,0.292869389,
837,976906,"Metals Skyrocketing (SLV, GLD, JJC, PALL, PLTM)",2011-02-14 11:09:00-05:00,PALL,Commodity Prices,0.232147843,Market Trends,0.364809513,
438,1113021,"Canaccord Reiterates Buy, $220 Price Target On Sage Therapeutics; Says Phase 3 Top-Line Data For Oral SAGE-217 In Postpartum Depression Will Serve As A Big Catalyst In Q4",2018-11-05 08:43:00-05:00,SAGE,Investment Strategies,0.232268512,Investment News,0.400280744,
177,620973,Shares of several gold and silver companies are trading higher. Gold prices spiked after the Federal Reserve announced a surprise 50 bps rate cut as investors may be attracted to gold as a hedge against potential inflation.,2020-03-03 10:39:00-05:00,HMY,Central Bank Actions,0.232464179,Market Trends,0.239578649,Central Bank Actions
1153,665392,"Citigroup Downgrades Incyte Corporation to Neutral, PT Lowered to $15",2011-12-05 06:11:00-05:00,INCY,Stock Trends,0.232789248,Company News,0.436472178,
1042,849343,"Benzinga’s Top Upgrades (SBNY, CCL, MPW, MA, FRED)",2010-05-21 08:27:00-04:00,MPW,Stock Trends,0.233054459,Company News,0.28740111,
854,1186361,"SunTrust Announces $450M Buyback Plan, Raises Qtr. Dividend from $0.10 to $0.20/Share",2014-03-26 16:33:00-04:00,STI,Banking News,0.234686166,Company News,0.487595022,
496,769382,Mid-Morning Market Update: Markets Mostly Lower; GE To Acquire Thermo Fisher Assets For $1.06B,2014-01-06 10:28:00-05:00,LMCA,M&A,0.234984487,Company News,0.345757812,
1178,1313673,Shares of several communication companies are trading higher as equities gain amid coronavirus vaccine hopes as well as a pickup in economic activity as some US states reopen businesses.,2020-05-26 10:41:00-04:00,VIV,Health Crises,0.235908195,Market Trends,0.227089882,
679,772056,Lockheed Martin Wins $254 Million Support Contract for Defense Civilian Personnel Data System ,2012-04-30 12:00:00-04:00,LMT,Leadership,0.236200035,Company News,0.505035639,
753,249478,"CEOWORLD Top 10 Oil & Gas Stocks 2011- CVX, XOM, EC, BP, DVN, OXY, CHK, EQT, CVE, WNR, ECA, SLB, COG, HAL, TOT",2011-04-26 09:13:00-04:00,CLB,Leadership,0.236278862,Company News,0.245455474,
556,960606,Mid-Morning Market Update: Markets Mostly Flat; Oracle Issues Weak Guidance,2017-09-15 10:16:00-04:00,ORCL,Earnings,0.23723577,Company News,0.443732113,
959,533421,Gabelli Equity Trust Announces Rights Offering,2017-10-25 16:47:00-04:00,GAB,Fund Activities,0.238789618,Investment News,0.585401297,
1072,1385337,"Benzinga Pro Mid-Day Price Check For Sector ETFs: Energy (XLE) Up 2.0%, Utilities (VPU) Up 1.1%, Staples (VDC) Up 0.8%, Retail ETF (XRT) Up 0.8%, Financials (XLF) Up 0.3%, Industrials (VIS) Flat, Tech (XLK) Down 1.1%",2018-06-07 12:48:00-04:00,XLK,Energy Updates,0.239679605,Industry Updates,0.239093885,
783,37266,Kindred Names Jon B. Rousseau Executive Vice President and President of RehabCare,2015-03-05 16:36:00-05:00,AET,Leadership,0.24004893,Company News,0.544243753,
565,56336,Moody's: AK Steel Rating Under Review For Downgrade,2015-10-08 16:34:00-04:00,AKS,Asset Trends,0.240930036,Company News,0.37547195,
744,274509,Connecture And HealthX Announce Collaboration,2017-04-11 12:24:00-04:00,CNXR,Healthcare Innovations,0.241181403,Company News,0.681707144,
986,722837,Stocks that Broke 52-Week Highs Tuesday,2019-07-23 14:39:00-04:00,KELYA,Stock Trends,0.241760269,Market Trends,0.286680073,
145,1094022,"UPDATE: J.P. Morgan Initiates Coverage on Re/Max Holdings on High Quality Lower-Risk Housing Trade, But Fully Valuation",2013-10-28 09:03:00-04:00,RMAX,Investment Strategies,0.242544308,Investment News,0.544070661,
1169,615364,Dot Hill Shares Were Halted Ahead of Raised Guidance,2013-07-11 08:55:00-04:00,HILL,Stock Trends,0.243017763,Investment News,0.45548147,
435,91025,Stocks That Hit 52-Week Highs On Wednesday,2019-11-20 10:12:00-05:00,ARES,Stock Trends,0.243801489,Market Trends,0.360025048,
321,1090648,Raymond James Says Client AUM Grew 4% Y/Y To $505.9B In November,2015-12-22 16:32:00-05:00,RJF,Asset Trends,0.243871957,Company News,0.418025166,
222,150177,Stocks That Hit 52-Week Highs On Tuesday,2019-12-17 11:19:00-05:00,BDX,Stock Trends,0.244832277,Market Trends,0.354836047,
223,150177,Stocks That Hit 52-Week Highs On Tuesday,2019-12-17 11:19:00-05:00,BDX,Stock Trends,0.244832277,Market Trends,0.354836047,
224,881856,Stocks That Hit 52-Week Highs On Tuesday,2020-04-28 10:18:00-04:00,NAT,Stock Trends,0.244832277,Market Trends,0.354836047,
225,881856,Stocks That Hit 52-Week Highs On Tuesday,2020-04-28 10:18:00-04:00,NAT,Stock Trends,0.244832277,Market Trends,0.354836047,
1019,684702,"ITC, Entergy to Request Expedited Approval of New Application, to Reapply for Texas Approval to Buy Entergy Power Lines",2013-08-09 16:26:00-04:00,ITC,Legal & Regulatory,0.24496679,Company News,0.386849165,
759,391066,"Traders Speculating Chevron May Acquire Devon Energy (CVX, DVN)",2014-07-02 13:23:00-04:00,DVN,M&A,0.245428741,Investment News,0.518658221,
279,1217600,Stocks That Hit 52-Week Highs On Thursday,2019-09-05 12:29:00-04:00,TDY,Stock Trends,0.245579839,Market Trends,0.353711575,
280,1217600,Stocks That Hit 52-Week Highs On Thursday,2019-09-05 12:29:00-04:00,TDY,Stock Trends,0.245579839,Market Trends,0.353711575,
281,1217600,Stocks That Hit 52-Week Highs On Thursday,2019-09-05 12:29:00-04:00,TDY,Stock Trends,0.245579839,Market Trends,0.353711575,
282,981509,Stocks That Hit 52-Week Highs On Thursday,2020-01-09 15:15:00-05:00,PBA,Stock Trends,0.245579839,Market Trends,0.353711575,
283,981509,Stocks That Hit 52-Week Highs On Thursday,2020-01-09 15:15:00-05:00,PBA,Stock Trends,0.245579839,Market Trends,0.353711575,
284,981509,Stocks That Hit 52-Week Highs On Thursday,2020-01-09 15:15:00-05:00,PBA,Stock Trends,0.245579839,Market Trends,0.353711575,
285,90304,Stocks That Hit 52-Week Highs On Thursday,2020-01-09 15:15:00-05:00,ARDC,Stock Trends,0.245579839,Market Trends,0.353711575,
286,90304,Stocks That Hit 52-Week Highs On Thursday,2020-01-09 15:15:00-05:00,ARDC,Stock Trends,0.245579839,Market Trends,0.353711575,
287,90304,Stocks That Hit 52-Week Highs On Thursday,2020-01-09 15:15:00-05:00,ARDC,Stock Trends,0.245579839,Market Trends,0.353711575,
392,640731,"Benzinga’s Volume Movers (BARE, MAPP, HWCC, LEAP, IART)",2010-01-15 14:30:00-05:00,HWCC,Stock Trends,0.246066689,Market Trends,0.318019152,
696,288273,"US Stock Futures Mixed As Investors Await Economic Data, Fed Minutes",2011-11-22 06:16:00-05:00,CPB,Stock Trends,0.2466719,Economic Indicators,0.618960321,
605,1111203,RXi Pharmaceuticals Shares Up 9.9% After Hours As 13G From Intracoastal Capital Shows New 9.2% Stake,2018-04-18 17:30:00-04:00,RXII,Investment Strategies,0.24674803,Investment News,0.342760682,
761,1193791,Top 4 NASDAQ Stocks In The Data Storage Devices Industry With The Highest ROA,2014-10-31 04:38:00-04:00,STX,Leadership,0.247143134,Market Trends,0.345472962,
520,838797,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MNTA,Stock Trends,0.247705147,Market Trends,0.353394121,
521,838797,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MNTA,Stock Trends,0.247705147,Market Trends,0.353394121,
522,838797,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MNTA,Stock Trends,0.247705147,Market Trends,0.353394121,
523,838797,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MNTA,Stock Trends,0.247705147,Market Trends,0.353394121,
524,336917,Stocks That Hit 52-Week Highs On Monday,2019-11-11 10:15:00-05:00,DAR,Stock Trends,0.247705147,Market Trends,0.353394121,
525,336917,Stocks That Hit 52-Week Highs On Monday,2019-11-11 10:15:00-05:00,DAR,Stock Trends,0.247705147,Market Trends,0.353394121,
526,336917,Stocks That Hit 52-Week Highs On Monday,2019-11-11 10:15:00-05:00,DAR,Stock Trends,0.247705147,Market Trends,0.353394121,
527,336917,Stocks That Hit 52-Week Highs On Monday,2019-11-11 10:15:00-05:00,DAR,Stock Trends,0.247705147,Market Trends,0.353394121,
528,1254386,Stocks That Hit 52-Week Highs On Monday,2019-08-19 10:53:00-04:00,TRNO,Stock Trends,0.247705147,Market Trends,0.353394121,
529,1254386,Stocks That Hit 52-Week Highs On Monday,2019-08-19 10:53:00-04:00,TRNO,Stock Trends,0.247705147,Market Trends,0.353394121,
530,1254386,Stocks That Hit 52-Week Highs On Monday,2019-08-19 10:53:00-04:00,TRNO,Stock Trends,0.247705147,Market Trends,0.353394121,
531,1254386,Stocks That Hit 52-Week Highs On Monday,2019-08-19 10:53:00-04:00,TRNO,Stock Trends,0.247705147,Market Trends,0.353394121,
532,821281,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MFC,Stock Trends,0.247705147,Market Trends,0.353394121,
533,821281,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MFC,Stock Trends,0.247705147,Market Trends,0.353394121,
534,821281,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MFC,Stock Trends,0.247705147,Market Trends,0.353394121,
535,821281,Stocks That Hit 52-Week Highs On Monday,2019-12-23 10:20:00-05:00,MFC,Stock Trends,0.247705147,Market Trends,0.353394121,
12,1007454,Top 4 NYSE Stocks In The Industrial Equipment & Components Industry With The Highest Dividend Yield ,2013-07-18 04:26:00-04:00,PH,Stock Trends,0.248527184,Investment News,0.460869968,
769,275408,"Compass Diversified Holdings Raised Quarterly Dividend from 0.36 to $0.3600/Share, Yields 8.6000%",2013-04-09 16:06:00-04:00,CODI,Fund Activities,0.249332592,Investment News,0.272120714,
764,1207524,Top 4 NASDAQ Stocks In The Information Technology Services Industry With The Highest Revenue Estimates,2013-03-01 04:30:00-05:00,SYNT,Stock Trends,0.24973087,Investment News,0.296480924,
956,1391506,Xplore Reports Fulfilled Follow-On Order for Ultra-Rugged Tablets; Total Value of Customer's Global Deployments Now Above $11.5M,2017-05-02 07:12:00-04:00,XPLR,Tech Developments,0.249924213,Company News,0.550539672,
745,1060938,"UniQure shares are trading higher following a media report that the company is exploring strategic options, including a potential sale.",2019-06-17 06:59:00-04:00,QURE,M&A,0.250011146,Company News,0.315256119,
327,708945,"ETFs Shrugging Off The Selling (DHS, SMH, IGF, INTC)",2014-03-27 13:23:00-04:00,JNJ,Fund Activities,0.252028704,Investment News,0.407130182,
801,891532,Stocks That Hit 52-Week Highs On Friday,2019-11-01 10:31:00-04:00,NDSN,Stock Trends,0.25230518,Market Trends,0.345284879,
4,535387,"Courier Corp Holder Gamco Reports 6.97%, Up From 0.05% Pn 12/31/2014",2015-03-30 16:20:00-04:00,GBL,Earnings,0.254412085,Company News,0.515810847,
660,1237158,US Treasury to Auction $25B in 11-Day Bills; $40B in 4-Week Bills,2012-12-03 11:01:00-05:00,TLT,Fund Activities,0.255134195,Investment News,0.294672459,
1172,589066,Ontario Court Determines Sprott Hostile Take-Over Bid is Deficient and Non-Compliant,2015-08-03 07:47:00-04:00,GTU,Legal & Regulatory,0.256369352,Company News,0.246430442,
608,858833,Morgan Stanley CEO Says 2013 Was the Year of Playing Offense For Morgan Stanley,2014-01-17 10:08:00-05:00,MS,Leadership,0.256864756,Company News,0.50342083,
965,858776,Morgan Stanley's Chair of Global Capital Markets EMEA Emmanuel Gueroult Leaving Firm - Bloomberg,2014-04-25 12:15:00-04:00,MS,Banking News,0.257090688,Company News,0.558309913,
379,633587,Heat Biologics Shares Tick Higher Over $0.50 Level; Hearing Maxim Positive On Stock Following Co. Filing Mon. On Patent Application For Immune Therapy/Vaccine Technology,2020-03-02 13:15:00-05:00,HTBX,Stock Trends,0.258901864,Investment News,0.412917972,
1083,293434,Gabelli Reports On CR Operational Issues,2011-03-25 09:59:00-04:00,CR,Currency Rates,0.259210318,Company News,0.552491248,
499,1290300,Shares of Universal Health Services are trading lower after analysts at Goldman Sachs downgraded the stock to 'Sell'.,2018-12-14 10:57:00-05:00,UHS,Stock Trends,0.259796172,Company News,0.348132163,
424,1073280,Radware Awarded Contract  by Leading US National Cellular Network Provider ,2012-12-04 06:24:00-05:00,RDWR,Leadership,0.260838062,Company News,0.581722319,
564,426477,"How to Play The Oil Sands Boom With ETFs (IEO, IPW, FRAK, SNDS)",2012-06-18 14:36:00-04:00,ENY,Investment Strategies,0.26209563,Market Trends,0.23966676,
3,189463,Shares of Broadsoft to Resume Trade at 4:35PM EST,2013-11-04 16:12:00-05:00,BSFT,Stock Trends,0.262488663,Investment News,0.350093603,
291,983285,"Stocks Which Set New 52-Week High Tues., Aug. 21, 2018",2018-08-21 14:50:00-04:00,PBPB,Stock Trends,0.263651788,Investment News,0.327197611,
494,1159960,"Smith & Nephew, Stryker Shares Surge Following Report Of Takeover Bid",2014-12-23 14:19:00-05:00,SNN,Stock Trends,0.26476264,Company News,0.399579525,
128,833165,3M Introduces 5-Year Plan That Reflects 'Confidence In Driving Efficient Growth',2016-03-29 13:08:00-04:00,MMM,Leadership,0.267273873,Company News,0.413365722,
444,920901,UPDATE: Nanosphere Receives FDA Authorization to Market Its Gram-Positive Blood Culture Test  ,2012-06-27 12:31:00-04:00,NSPH,Legal & Regulatory,0.267464429,Industry Updates,0.53235358,
133,1218404,Tech Data Europe Announces Will Manage Supply Chain Services for Google's Chromecast,2014-03-31 08:50:00-04:00,TECD,Tech Developments,0.269501746,Company News,0.667866886,
323,1378886,Xcel Energy Announces ATM Offering for Up to $400M,2013-03-05 12:38:00-05:00,XEL,Fund Activities,0.270758986,Company News,0.484689385,
782,1289208,UFPI Signs Agreement to Acquire Wolverine Wood Products; Terms Not Disclosed,2019-02-18 18:37:00-05:00,UFPI,M&A,0.271477818,Company News,0.487792283,
1028,148206,Mid-Day Market Update: Gogo Surges After Strong Q4 Results; AmTrust Financial Shares Slide,2017-02-27 12:07:00-05:00,BCOM,Earnings,0.272552043,Market Trends,0.303671181,
1139,1285788,United Bank Names John Smith Chief Information & Administrative Officer,2016-01-21 13:31:00-05:00,UBNK,Banking News,0.274378777,Company News,0.538862228,
1012,1309501,"CleverTap Partners With Nexmo, A Vonage API Platform",2019-03-06 06:10:00-05:00,VG,Tech Developments,0.275473386,Industry Updates,0.238388211,
1078,430858,UPDATE: Citigroup Reiterates on Epizyme Awaiting Further Clarity,2013-11-15 08:12:00-05:00,EPZM,Banking News,0.276222855,Company News,0.617995799,
1018,80445,ANGI Homeservices shares are trading lower the company reported worse-than-expected Q4 sales results.,2020-02-05 16:46:00-05:00,ANGI,Earnings,0.276265085,Company News,0.501130641,
489,276708,Channel Checks Show Kate Spade Is Leading In Handbag Sales,2016-12-20 10:21:00-05:00,COH,Asset Trends,0.277466595,Company News,0.439018577,
262,29740,"7 Stocks To Watch For June 20, 2017",2017-06-20 05:25:00-04:00,ADSK,Stock Trends,0.278837025,Investment News,0.334241986,
1030,1232659,Janney Says Google Premium for TiVo Would Have to Exceed 50%,2012-12-06 13:47:00-05:00,TIVO,Tech Developments,0.27895996,Market Trends,0.299853504,
492,44249,U.S. FDA Accepts BOTOX Resubmission for the Treatment of Lower Limb Spasticity in Adults,2015-08-20 08:13:00-04:00,AGN,Legal & Regulatory,0.280651093,Industry Updates,0.278995007,
1186,748895,Hearing Ares in Talks To Acquire Kayne Anderson,2015-06-10 15:41:00-04:00,KYN,M&A,0.282106042,Company News,0.438509405,
1084,565356,A Peek Into The Markets: US Stock Futures Flat Ahead Of Fed Minutes,2020-04-08 05:51:00-04:00,GNMK,Stock Trends,0.282251716,Market Trends,0.500945866,
399,242894,China Expands TD-LTE Trial Spectrum -Marbridge,2013-11-20 07:37:00-05:00,CHU,Tech Developments,0.284143656,Company News,0.328289747,
674,1042958,"New 52-week Low Stocks (ECA, ISIS, GIGM, PTRY) ",2009-12-09 12:03:00-05:00,PTRY,Stock Trends,0.284180671,Investment News,0.291433841,
1085,565249,Mid-Morning Market Update: Markets Fall; Liberty Interactive To Acquire Zulily For $2.4B,2015-08-17 10:36:00-04:00,GNE,M&A,0.284994274,Company News,0.286750287,
270,616457,"BMO Capital Assumes Hecla Mining at Market Perform, Announces price target $4.75",2017-11-17 08:06:00-05:00,HL,Investment Strategies,0.285410464,Investment News,0.510106921,
369,1311223,"Four Income-Producing Dividend Stocks (CAT, TGT, AEO, VIA)",2010-06-28 13:42:00-04:00,VIA,Earnings,0.285560131,Investment News,0.379003674,
652,1399365,"MKM Partners Maintains Buy on Yahoo! Inc. - Common Stock, Raises to $51.00 On Heels Of Alibaba Revaluation",2016-10-17 08:04:00-04:00,YHOO,Investment Strategies,0.286757976,Investment News,0.429066509,
632,899537,A Look At David Einhorn's Recent Short Calls,2017-05-09 13:08:00-04:00,NFLX,Investment Strategies,0.287157387,Investment News,0.317985266,
933,369708,Charlotte Observer Tweets: 'Family Dollar meeting adjourned to Jan. 22. @esportillo reports there weren't enough votes to pass  merger with Dollar Tree',2014-12-23 10:18:00-05:00,DLTR,M&A,0.289857209,Company News,0.343690813,
953,1280795,"Textron Announcing Greenlee Textron Has Purchased Sherman & Reilly, Inc.",2013-05-01 14:53:00-04:00,TXT,M&A,0.290313572,Company News,0.73266232,
695,395092,Does Investing In The Platinum ETF Make More Sense Than A Gold ETF?,2010-03-25 13:20:00-04:00,DZZ,Investment Strategies,0.290418267,Investment News,0.368221223,
1079,682966,Mid-Morning Market Update: Markets Edge Lower; Tyson Foods Tops Q3 Expectations,2016-08-08 10:08:00-04:00,ISNS,Stock Trends,0.291257203,Company News,0.367674083,
1156,460894,UPDATE: Eurozone Agrees to Loan Spain Up to 100B Euros for Banks,2012-06-09 14:06:00-04:00,EWP,Central Bank Actions,0.2922858,Industry Updates,0.271771371,
354,1180581,Startek Names Rajiv Ahuja COO,2019-07-23 16:22:00-04:00,SRT,Leadership,0.292298287,Company News,0.523224592,
667,1079944,Rexford Industrial Acquires Industrial Project In San Fernando Valley For $11.5M,2014-07-29 07:23:00-04:00,REXR,M&A,0.296126604,Company News,0.33648172,M&A
658,972624,"NYSE Floor Trader Says Pandora Shares Indicated Around $9.35, Implies Another ~7% Upside Since Circuit Breaker Halt",2016-02-11 14:22:00-05:00,P,Stock Trends,0.296860904,Investment News,0.349816829,
199,395468,Petrobras Swaps Rising,2011-01-09 22:33:00-05:00,E,Asset Trends,0.296949267,Market Trends,0.40138489,
774,1243230,Tandem Diabetes Sees Q4 Sales $39M-$40M vs $34.4M Est.; Sees FY17 Adj. Sales $101M-$102M vs 98.3M Est.,2018-01-09 16:16:00-05:00,TNDM,Health Crises,0.29707396,Company News,0.525319457,
609,523141,"Shares of several oil & gas companies are trading lower in sympathy with the overall market. Crude oil inventories showed a 2.39 million build, compared to the 3.313 million draw estimate.",2019-08-07 10:53:00-04:00,FTI,Commodity Prices,0.297249973,Company News,0.253176212,
332,373109,"Capital One Financial Earlier Initiated Coverage on Now at Equalweight, Announced $17.00 PT",2015-12-29 10:51:00-05:00,DNOW,Banking News,0.297500879,Company News,0.503668845,
990,636869,Butterfly Spread Traded on Dollar Thrifty (DTG),2010-08-23 11:00:00-04:00,HTZ,Currency Rates,0.297537118,Market Trends,0.306672841,
498,536999,The Market In 5 Minutes: Stocks Start To Recover From Brexit Onslaught,2016-06-28 09:05:00-04:00,GCI,Stock Trends,0.298290819,Global Events,0.60858798,
806,410703,Stifel Nicolaus' Price Target on Eagle Bancorp is Increased,2010-12-29 08:14:00-05:00,EGBN,Stock Trends,0.298641205,Investment News,0.508298457,
977,1189724,STMicro Unveils NFC Controller for New Android-Based Smartphone,2013-04-18 09:06:00-04:00,STM,Product Launches,0.299792588,Company News,0.342245758,
1109,1172314,Chatter Amazon Has Approached Splunk,2016-06-28 13:55:00-04:00,SPLK,Tech Developments,0.299887091,Company News,0.548904955,
598,679833,Iridium Is Now Formally Authorized To Provide GMDSS Service,2020-01-13 13:35:00-05:00,IRDM,Legal & Regulatory,0.29990688,Company News,0.306731462,
563,487277,"8 Stocks To Watch For March 19, 2019",2019-03-19 05:09:00-04:00,FDX,Stock Trends,0.300160021,Investment News,0.363178819,
490,218234,"China Biologic Sees FY18 Sales Growth 18-20%, Adj. EPS Growth 16-18% On YoY Basis",2018-02-28 17:01:00-05:00,CBPO,Earnings,0.300545454,Company News,0.411597878,
166,1272230,This ETF Is No Turkey,2010-07-29 07:28:00-04:00,TUR,Geopolitical Issues,0.303182781,Global Events,0.342105299,
641,1069644,Shares of several traveling service companies are trading lower following the outbreak of a deadly coronavirus in China. The news has impacted travel-related stocks this morning.,2020-01-21 11:05:00-05:00,RCL,Health Crises,0.303336442,Company News,0.369191051,
160,1033490,Primoris Wins $50M In Solar Awards,2020-05-01 08:01:00-04:00,PRIM,Earnings,0.304377884,Company News,0.337344527,
267,5463,Aaron's Reaffirms FY17 Guidance,2017-10-27 07:08:00-04:00,AAN,Leadership,0.304687321,Company News,0.635193646,
913,765931,Hold Rating Reiterated On Linear Technology,2010-10-11 10:22:00-04:00,LLTC,Tech Developments,0.304969788,Company News,0.41895473,
